"FLUENCIA","RES_TRA","RELACION","ALARGA","PE_MET"
469,584,1.25,16.3,0.544
461,577,1.25,16.1,0.533
470,592,1.26,16.3,0.535
460,582,1.27,14.7,0.534
463,582,1.26,16.8,0.535
493,620,1.26,16.9,0.533
463,585,1.26,16.5,0.536
476,604,1.27,16.9,0.532
479,603,1.26,17.1,0.534
478,605,1.27,15.3,0.533
478,608,1.27,15.7,0.534
474,605,1.28,16.1,0.531
460,582,1.27,14.7,0.534
463,582,1.26,16.8,0.535
469,590,1.26,16.7,0.53
471,591,1.25,15.5,0.529
474,605,1.28,16.1,0.531
452,583,1.29,17.6,3.799
442,663,1.5,14.9,1.465
461,650,1.41,14.8,1.466
433,634,1.46,15.1,1.462
434,636,1.47,15,1.463
434,659,1.52,14.9,1.467
353,503,0,25.9,3.064
370,518,0,29.3,0
352,501,0,29.4,0
460,574,1.25,16.5,0.531
478,605,1.27,17.1,0.53
469,596,1.27,17.1,0.531
464,584,1.26,15.1,0.532
480,607,1.26,14.6,0.534
506,632,1.25,19.1,0.531
483,614,1.27,16.8,0.535
444,570,1.28,17.1,0.536
474,598,1.26,17.6,0.531
467,588,1.26,15.7,0.534
463,597,1.29,16.1,0.53
475,599,1.26,16.7,0.531
480,609,1.27,16.6,0.533
478,608,1.27,15.7,0.534
474,605,1.28,16.1,0.531
467,588,1.26,15.7,0.534
465,594,1.28,15.6,0.533
479,599,1.25,16.1,0.533
542,727,0,16,6.148
512,698,0,16.3,6.216
518,711,0,17.3,6.13
574,827,0,13,0
550,807,0,13.5,0
574,835,0,13.1,0
550,807,0,13.5,0
551,807,0,14,0
546,807,0,14,0
549,806,0,13.9,0
554,815,0,14,0
538,794,0,14.7,0
562,820,0,14.1,0
553,815,0,14,0
559,823,0,14,0
560,818,0,13.9,0
431,678,1.57,15.3,0.949
363,489,0,29.4,1.198
460,574,1.25,16.5,0.531
469,596,1.27,17.1,0.531
464,584,1.26,15.1,0.532
457,578,1.26,15.1,0.532
480,607,1.26,14.6,0.534
483,614,1.27,16.8,0.535
444,570,1.28,17.1,0.536
488,611,1.25,16.4,0.528
471,595,1.27,16.3,0.535
469,594,1.27,15.4,0.537
469,607,1.29,16.6,0.531
488,609,1.25,16.2,0.536
477,637,1.34,15.2,1.489
470,683,1.45,14.7,0.955
478,605,1.27,17.1,0.53
512,698,0,16.3,6.216
448,617,1.38,14.8,0.218
450,660,1.47,15.1,0.216
439,649,1.48,14.8,0.215
441,604,1.37,15.1,0.217
440,606,1.38,14.9,0.219
439,597,1.36,15.1,0.215
448,624,1.39,15.1,0.218
431,622,1.44,15.5,0.218
440,615,1.4,15.3,0.216
437,624,1.43,14.9,0.219
353,503,0,25.9,3.064
360,508,0,24.9,0
484,612,1.26,16.5,0.849
495,621,1.25,16.2,0.85
483,617,1.28,16.6,0.855
481,608,1.27,16.4,0.857
483,614,1.27,17.1,0.857
480,598,1.25,16.6,0.856
491,618,1.26,16.6,0.848
482,607,1.26,16.7,0.847
481,604,1.26,16.5,0.856
483,606,1.25,16.3,0.849
477,604,1.27,17.1,0.848
489,615,1.26,15.9,0.845
460,592,1.29,15.7,0.863
477,612,1.28,15.7,0.859
486,606,1.25,16.7,0.858
476,613,1.29,16.8,0.856
485,615,1.27,15.8,0.862
481,608,1.26,16.5,0.86
475,604,1.27,17.4,0.849
481,601,1.25,16.1,0.856
442,659,1.49,14.3,0.224
451,653,1.45,14.3,0.225
457,693,1.52,14.5,0.229
499,695,1.39,14.2,0.228
482,685,1.42,14.3,0.228
441,628,1.42,15.1,0.214
440,633,1.44,14.9,0.215
452,619,1.37,14.7,0.214
456,648,1.42,14.3,0.215
485,653,1.35,14.2,0.215
472,660,1.4,14.3,0.215
443,637,1.44,14.9,0.215
471,629,1.34,14.2,0.217
480,699,1.46,14.7,0.215
459,643,1.4,14.5,0.219
431,622,1.44,15.5,0.218
471,689,1.46,14.4,0.213
471,654,1.39,14.5,0.217
443,570,1.29,16.4,0.962
450,578,1.28,16.6,0.955
463,578,1.25,16.7,0.948
441,572,1.3,17,0.946
463,586,1.27,16.9,0.947
437,571,1.31,17.2,0.942
468,586,1.25,16.9,0.947
462,584,1.26,16.3,0.944
463,586,1.27,16.9,0.947
437,571,1.31,17.2,0.942
462,584,1.26,16.3,0.944
467,588,1.26,16.8,3.678
482,610,1.27,15.6,0.859
488,609,1.25,16.6,0.853
489,610,1.25,16.9,0.851
495,626,1.26,16.4,0.855
483,606,1.25,16.3,0.849
489,615,1.26,15.9,0.845
450,588,1.31,16.6,0.849
290,407,0,25.8,0
285,401,0,26.2,0
460,574,1.25,16.5,0.531
466,589,1.26,16.1,0.532
475,599,1.26,16.7,0.531
485,609,1.25,15.4,0.535
467,590,1.26,15.9,0.942
460,581,1.26,16.4,0.94
443,574,1.3,16.9,0.944
462,584,1.26,16.3,0.944
457,585,1.28,16.8,0.941
452,566,1.25,17.1,0.942
473,593,1.25,15.7,0.94
482,601,1.25,15.5,0.945
474,596,1.26,16.5,0.942
485,605,1.25,16.7,0.946
467,601,1.29,17.1,0.944
466,598,1.28,16.9,0.943
486,617,1.27,16.3,0.943
454,583,1.28,17,0.941
461,581,1.26,16.8,0.947
455,572,1.26,16.5,0.946
457,585,1.28,16.8,0.941
452,566,1.25,17.1,0.942
474,596,1.26,16.5,0.942
302,411,0,23.9,0
320,427,0,23.8,0
311,430,0,25.2,0
300,415,0,24.8,0
292,407,0,25.1,0
295,416,0,24.1,0
288,411,0,26.1,0
0,361,0,37.4,0
0,368,0,35.8,0
0,366,0,36.2,0
0,369,0,36,0
0,368,0,35.2,0
473,592,1.25,16.1,0.944
452,566,1.25,17.1,0.942
473,593,1.25,15.7,0.94
474,596,1.26,16.5,0.942
471,605,1.28,16.5,0.945
452,573,1.27,16.8,0.944
484,603,1.25,16.4,0.946
470,598,1.27,16.3,0.943
479,603,1.26,15.6,0.944
488,612,1.25,16.3,0.944
471,599,1.27,16.6,0.943
452,580,1.28,16.7,0.943
465,600,1.29,16.2,0.947
459,585,1.27,16.4,0.942
467,587,1.26,16.1,0.944
469,592,1.26,16.3,0.946
461,586,1.27,16.1,0.944
460,585,1.27,16.3,0.944
455,582,1.28,16.8,0.942
488,612,1.25,16.3,0.944
471,599,1.27,16.6,0.943
480,607,1.26,16,0.945
469,591,1.26,16.5,0.945
391,500,0,28.4,0.978
466,589,1.26,16.1,0.532
463,615,1.33,16.3,0.535
478,608,1.27,15.7,0.534
461,600,1.3,16.1,0.94
477,602,1.26,16.3,0.946
467,587,1.26,16.1,0.944
451,570,1.26,16.5,0.942
460,591,1.28,16.8,0.947
467,589,1.26,16.5,0.94
461,603,1.31,17,0.945
474,596,1.26,16.5,0.942
481,600,1.25,16.1,0.942
469,591,1.26,16.5,0.945
460,585,1.27,16.3,0.944
462,578,1.25,16.3,0.941
467,592,1.27,16.9,0.943
464,584,1.26,17,1.494
440,576,1.31,17.5,1.469
348,495,0,25.6,3.984
328,475,0,30.4,3.986
469,596,1.27,17.1,0.531
469,607,1.29,16.6,0.531
462,578,1.25,16.3,0.941
458,578,1.26,17.8,1.469
449,572,1.27,15.3,1.462
448,564,1.26,16.4,1.464
447,573,1.28,16.8,1.467
457,592,1.29,17.5,1.468
458,579,1.26,16.3,1.468
466,585,1.25,16.8,1.477
466,587,1.26,17.1,1.469
464,598,1.29,16.5,1.466
328,465,0,30.4,3.975
383,521,0,23.3,0
370,518,0,29.3,0
333,489,0,30.2,0
302,411,0,23.9,0
320,427,0,23.8,0
300,415,0,24.8,0
290,407,0,25.8,0
292,407,0,25.1,0
285,401,0,26.2,0
295,416,0,24.1,0
288,411,0,26.1,0
405,539,0,27.9,2.574
0,360,0,37.9,0
0,366,0,36.3,0
0,359,0,38.2,0
0,369,0,36.5,0
0,368,0,35.8,0
0,366,0,36.2,0
0,369,0,36,0
0,357,0,39.8,0
0,361,0,37,0
0,368,0,35.2,0
522,667,1.28,15.2,2.156
223,369,0,36,0
243,357,0,39.8,0
221,368,0,35.2,0
328,465,0,30.4,3.975
327,469,0,31.5,3.958
360,508,0,24.9,0
405,539,0,27.9,2.574
408,540,0,28.3,2.454
401,548,0,27.4,2.4
397,531,0,27.6,2.53
381,500,0,27.7,3.59
377,510,0,28,3.586
374,502,0,28.1,3.581
369,501,0,27.9,3.589
387,518,0,27.8,3.53
381,506,0,27.9,3.536
388,510,0,28,3.528
414,549,0,28.3,3.709
422,549,0,27.7,3.709
413,539,0,29.5,3.61
410,529,0,29.3,3.599
410,525,0,30,3.695
405,529,0,28.7,3.565
464,613,1.32,16.4,2.14
453,592,1.31,16.4,2.12
476,619,1.3,16.6,2.118
468,593,1.27,16.5,2.123
487,614,1.26,15.9,2.113
461,605,1.31,15.3,2.115
485,625,1.29,15.2,2.128
472,606,1.28,15.1,2.14
455,582,1.28,17.5,1.495
493,620,1.26,18.2,1.508
487,617,1.27,16.5,1.51
479,606,1.27,16,1.507
328,475,0,30.4,3.986
382,506,0,26.4,1.221
383,511,0,27,1.235
375,504,0,26.8,1.24
405,539,0,27.9,2.574
369,501,0,27.9,3.589
381,506,0,27.9,3.536
413,539,0,29.5,3.61
410,529,0,29.3,3.599
395,517,0,28.5,4.53
393,516,0,28.9,4.567
396,525,0,28.9,4.586
392,517,0,29.1,4.6
394,524,0,28.2,4.555
400,523,0,27.9,4.671
454,576,1.27,17,0.964
463,578,1.25,16.7,0.948
485,605,1.25,16.7,0.946
467,601,1.29,17.1,0.944
466,598,1.28,16.9,0.943
462,583,1.26,16.4,0.944
460,579,1.26,17.8,0.94
467,598,1.28,16.9,0.946
464,613,1.32,16.4,2.14
463,588,1.27,16,2.115
472,589,1.25,16.7,3.767
458,599,1.31,16.8,2.117
487,607,1.25,16.4,2.121
501,641,1.28,15.7,2.116
482,616,1.28,16,2.121
461,601,1.3,16.3,2.116
476,616,1.29,15.8,2.111
450,586,1.3,16,2.117
488,624,1.28,15.3,2.12
472,606,1.28,15.1,2.14
485,608,1.25,16.7,1.501
479,606,1.27,16,1.507
474,595,1.26,16,1.498
383,511,0,27,1.235
387,518,0,26.6,1.238
394,523,0,28,1.358
395,519,0,27.9,1.362
400,538,0,29.3,1.346
401,530,0,28.2,1.368
399,525,0,26.1,1.631
393,513,0,26.8,1.665
401,530,0,26.2,1.691
463,578,1.25,16.7,0.948
482,602,1.25,16.8,0.943
469,591,1.26,16.5,0.945
460,579,1.26,17.8,0.94
457,580,1.27,17,0.945
468,592,1.27,17.5,0.942
469,586,1.25,16.4,0.947
450,573,1.27,15.6,0.942
476,604,1.27,17.2,0.943
445,578,1.3,17.5,0.942
463,588,1.27,15.7,0.935
468,598,1.28,16.6,0.94
449,583,1.3,17,0.939
467,598,1.28,16.9,0.946
453,576,1.27,17.1,0.944
401,530,0,26.2,1.691
405,534,0,26,1.773
408,536,0,26.6,1.79
397,523,0,26.3,1.768
400,520,0,26.9,1.733
398,524,0,26.8,2.543
399,525,0,27.7,2.534
384,512,0,27.4,2.558
396,519,0,27.6,2.525
466,585,1.26,17.3,0.941
475,613,1.29,16.7,0.946
476,604,1.27,17.2,0.943
457,592,1.3,16.4,0.939
457,583,1.28,16.6,0.939
476,596,1.25,16.3,0.942
479,606,1.27,17.2,0.944
472,598,1.27,16.5,0.946
462,594,1.29,18,0.942
456,586,1.29,18,0.94
477,596,1.25,16.7,0.944
472,599,1.27,17.9,0.939
467,598,1.28,16.9,0.946
453,576,1.27,17.1,0.944
475,613,1.29,16.7,0.946
482,605,1.26,16.2,0.954
467,589,1.26,17.6,0.943
393,513,0,26.8,1.665
401,530,0,26.2,1.691
405,534,0,26,1.773
408,536,0,26.6,1.79
397,523,0,26.3,1.768
400,520,0,26.9,1.733
398,524,0,26.8,2.543
399,525,0,27.7,2.534
384,512,0,27.4,2.558
395,528,0,26.7,2.519
390,513,0,28.2,2.595
394,534,0,27.8,2.589
386,526,0,28.7,2.604
392,530,0,27.6,2.55
396,519,0,27.6,2.525
385,517,0,28.7,3.349
386,515,0,28.2,3.367
403,533,0,29.2,7.324
459,584,1.27,17.5,0.945
461,603,1.31,17,0.945
466,585,1.26,17.3,0.941
445,578,1.3,17.5,0.942
466,600,1.29,16.9,0.944
467,589,1.26,17.6,0.943
456,586,1.29,18,0.94
484,603,1.25,16.3,0.944
476,602,1.27,16.7,0.943
478,607,1.27,17.4,0.944
486,613,1.26,16.3,0.949
472,591,1.25,16,0.94
468,596,1.27,17.7,0.944
477,599,1.26,17,0.947
472,599,1.27,17.9,0.939
461,605,1.31,15.3,2.115
487,607,1.25,16.4,2.121
382,506,0,26.4,1.221
383,511,0,27,1.235
387,518,0,26.6,1.238
375,504,0,26.8,1.24
394,523,0,28,1.358
401,530,0,28.2,1.368
399,525,0,26.1,1.631
401,530,0,26.2,1.691
405,534,0,26,1.773
424,537,0,29.3,7.306
445,548,0,29.5,7.234
403,533,0,29.2,7.324
409,529,0,30.4,7.353
405,525,0,30.7,7.216
445,547,0,29.3,10.621
470,606,1.29,15.9,0.948
464,596,1.28,15.2,0.944
453,576,1.27,17.1,0.944
469,600,1.28,16.5,0.949
481,612,1.27,15.3,0.949
491,615,1.25,16.7,0.939
464,594,1.28,16.8,0.944
375,504,0,26.8,1.24
405,534,0,26,1.773
408,536,0,26.6,1.79
397,523,0,26.3,1.768
400,520,0,26.9,1.733
390,513,0,28.2,2.595
394,534,0,27.8,2.589
386,526,0,28.7,2.604
405,539,0,27.9,2.574
397,531,0,27.6,2.53
470,606,1.29,15.9,0.948
464,596,1.28,15.2,0.944
466,600,1.29,16.9,0.944
468,598,1.28,18,0.948
481,612,1.27,15.3,0.949
484,603,1.25,16.3,0.944
476,602,1.27,16.7,0.943
462,590,1.28,17.7,1.494
494,676,1.37,17,0.377
494,670,1.36,15.1,0.383
482,676,1.4,14.9,0.374
519,676,1.3,16.6,0.379
514,665,1.29,14.5,0.379
499,688,1.38,15.9,0.38
515,676,1.31,14.6,0.379
489,695,1.42,15.5,0.379
477,676,1.42,15.9,0.377
492,686,1.39,15.9,0.384
490,674,1.38,15.1,0.381
492,654,1.33,14.8,0.379
493,679,1.38,15.3,0.382
495,679,1.37,14.3,0.382
494,701,1.42,14.3,0.38
514,665,1.29,14.5,0.379
492,686,1.39,15.9,0.384
495,679,1.37,14.3,0.382
411,534,0,25.1,0
474,611,1.29,16.7,0.946
484,603,1.25,16.3,0.944
493,615,1.25,15.8,0.939
474,605,1.28,17.7,0.942
439,621,1.41,16.3,0.214
466,614,1.32,15.4,0.211
459,627,1.37,14.6,0.215
442,619,1.4,16.3,0.214
451,624,1.38,15.5,0.214
434,597,1.38,16.7,0.214
429,591,1.38,16.2,0.213
431,583,1.35,17,0.213
438,647,1.48,14.5,0.216
437,641,1.47,14.9,0.214
409,529,0,30.4,7.353
426,543,0,27.1,10.612
411,537,0,26.9,10.065
377,512,0,29.5,19.053
379,511,0,28.8,18.986
489,613,1.25,15.5,0.542
507,652,1.29,15.4,0.378
511,659,1.29,16,0.379
523,664,1.27,16,0.384
506,636,1.26,15.9,0.543
505,635,1.26,15.4,0.554
491,614,1.25,16,0.54
481,610,1.27,15.6,0.542
487,615,1.26,15.3,0.539
468,599,1.28,16.3,0.543
482,602,1.25,16.2,0.54
481,602,1.25,16.1,0.542
492,626,1.27,15.4,0.539
470,601,1.28,15.7,0.538
438,646,1.47,15.5,0.216
459,653,1.42,15.1,0.217
432,608,1.41,15.9,0.214
435,598,1.37,15.2,0.214
427,633,1.48,15.6,0.215
431,642,1.49,15.8,0.215
450,608,1.35,15.4,0.214
445,548,0,29.5,7.234
403,533,0,29.2,7.324
426,543,0,27.1,10.612
445,547,0,29.3,10.621
398,534,0,28.2,13.77
408,536,0,26.4,10.039
410,533,0,27.5,12.008
447,611,1.37,15.8,0.247
456,632,1.39,14.7,0.253
493,629,1.28,15.8,0.546
473,601,1.27,15.9,0.536
492,617,1.25,15.9,0.533
474,603,1.27,17.4,0.535
464,597,1.29,17,0.535
286,410,0,24.9,0.565
371,500,0,28.2,1.265
457,637,1.39,16.3,0.538
472,636,1.35,14.7,0.543
482,609,1.26,15.6,0.53
473,601,1.27,15.9,0.536
480,607,1.26,15.7,0.534
467,585,1.25,17.2,0.53
476,597,1.25,15.4,0.538
475,599,1.26,16.1,0.533
476,597,1.25,16.5,0.532
471,594,1.26,16.1,0.534
477,603,1.26,17.1,0.532
487,609,1.25,16.6,0.531
475,601,1.27,15.7,0.535
498,621,1.25,15.7,0.537
473,591,1.25,16.5,0.534
466,587,1.26,16.6,0.542
498,621,1.25,15.7,0.537
452,663,1.47,16,0.941
438,678,1.55,15.4,0.945
444,631,1.42,14.9,0.53
466,645,1.38,14.8,0.53
467,650,1.39,14.9,0.532
475,657,1.38,15,0.53
444,650,1.46,14.9,0.53
470,654,1.39,14.4,0.529
478,653,1.37,14.7,0.532
472,636,1.35,14.7,0.543
464,595,1.28,16.1,0.532
468,601,1.28,16.2,0.537
476,601,1.26,15.6,0.53
480,606,1.26,15.9,0.533
477,603,1.26,17.1,0.532
484,606,1.25,15.7,0.531
476,598,1.26,15.9,0.535
483,607,1.26,15.2,0.53
471,598,1.27,16.8,0.535
471,600,1.27,16.2,0.533
484,606,1.25,15.7,0.531
475,595,1.25,16.7,0.534
471,601,1.28,17.1,7.49
461,589,1.28,16.3,0.531
506,636,1.26,15.9,0.543
505,635,1.26,15.4,0.554
491,614,1.25,16,0.54
481,610,1.27,15.6,0.542
487,615,1.26,15.3,0.539
468,599,1.28,16.3,0.543
482,602,1.25,16.2,0.54
481,602,1.25,16.1,0.542
492,626,1.27,15.4,0.539
470,601,1.28,15.7,0.538
424,537,0,29.3,7.306
460,573,1.25,16.9,3.75
474,613,1.29,15.4,3.758
467,585,1.25,16.1,3.848
468,603,1.29,16.4,7.483
465,599,1.29,16.7,7.545
465,598,1.29,17.1,7.479
480,616,1.28,16,7.478
487,625,1.28,15.9,7.496
487,630,1.29,16.8,3.807
466,594,1.27,17.1,3.767
467,589,1.26,18.1,3.738
458,588,1.28,15.1,3.77
451,624,1.38,15.7,7.726
467,638,1.37,18.1,7.582
425,645,1.52,14.7,0.958
469,659,1.41,17.1,0.537
474,659,1.39,15.7,0.542
481,623,1.3,15.9,3.788
493,626,1.27,15.3,3.748
495,625,1.26,15.4,3.754
474,623,1.31,15.7,3.749
469,614,1.31,15.8,3.77
470,606,1.29,16.7,3.791
475,600,1.26,15.4,3.76
460,573,1.25,16.9,3.75
476,600,1.26,14.9,3.762
480,600,1.25,15.3,3.789
465,587,1.26,16.5,3.751
502,631,1.26,15.1,3.784
478,612,1.28,15.6,3.785
480,612,1.28,15.6,3.764
451,574,1.27,17.8,3.767
494,703,1.42,19.7,10.732
501,724,1.45,18.6,10.761
362,506,0,29,3.987
353,498,0,27.1,3.998
424,537,0,29.3,7.306
408,536,0,26.4,10.039
410,533,0,27.5,12.008
377,512,0,29.5,19.053
379,511,0,28.8,18.986
467,586,1.25,17.3,3.803
482,609,1.26,15.6,0.53
474,603,1.27,17.4,0.535
476,598,1.26,15.9,0.535
479,613,1.28,16.2,3.76
475,613,1.29,15.9,3.769
506,637,1.26,16.4,3.774
491,631,1.29,15.7,3.765
478,615,1.29,16.3,3.752
478,614,1.28,15.7,3.791
480,615,1.28,16.2,3.768
471,638,1.35,16.2,7.617
498,713,1.43,17,11.029
474,659,1.39,15.7,0.542
505,635,1.26,15.4,0.554
487,615,1.26,15.3,0.539
470,601,1.28,15.7,0.538
568,815,0,13,0
555,812,0,13.1,0
550,807,0,13.1,0
560,818,0,13,0
562,818,0,13.2,0
361,497,0,26.1,2.24
366,504,0,25.9,2.234
487,616,1.26,19,2.905
0,362,0,37.2,0
0,368,0,36.2,0
470,606,1.29,16.7,3.791
479,603,1.26,17,1.476
474,602,1.27,17.7,1.471
472,601,1.27,17.8,1.486
460,594,1.29,18.4,1.462
451,580,1.29,18,1.47
468,589,1.26,16.8,1.471
455,576,1.27,16.8,1.468
460,581,1.26,18.2,1.47
462,584,1.26,19,1.466
466,587,1.26,15.7,1.466
472,600,1.27,15.9,1.472
483,606,1.25,17.9,1.469
474,597,1.26,18.4,1.47
473,598,1.26,16.2,1.475
479,605,1.26,17.9,1.471
476,593,1.25,16.3,1.468
479,603,1.26,17,1.476
470,594,1.26,15.9,1.477
451,580,1.29,18,1.47
468,589,1.26,16.8,1.471
455,576,1.27,16.8,1.468
466,587,1.26,15.7,1.466
474,597,1.26,18.4,1.47
473,598,1.26,16.2,1.475
222,377,0,23.5,0
295,424,0,25.4,0
291,420,0,24.6,0
276,391,0,27,0
255,381,0,24.9,0
222,377,0,26,0
285,416,0,23.4,0
272,408,0,21.6,0
308,409,0,23.3,0
311,430,0,25.2,0
278,401,0,24.3,0
296,404,0,22.9,0
301,423,0,25.1,0
0,368,0,36.2,0
488,608,1.25,17.3,1.463
456,583,1.28,16.6,1.468
471,592,1.26,15.5,1.47
473,598,1.26,16.2,1.475
479,605,1.26,17.9,1.471
476,593,1.25,16.3,1.468
461,589,1.28,15.8,1.475
467,586,1.25,16,1.479
467,589,1.26,16.3,1.475
478,609,1.27,14.7,1.469
464,584,1.26,15.7,1.467
468,600,1.28,15.8,1.47
482,605,1.26,15.1,1.469
467,591,1.27,16,1.473
460,592,1.29,16.8,1.476
449,584,1.3,17.1,1.475
477,599,1.26,16,1.47
471,595,1.26,15.5,1.471
470,594,1.26,15.9,1.477
471,592,1.26,15.5,1.47
488,610,1.25,16.2,1.474
467,587,1.26,16.8,1.468
487,607,1.25,15.1,1.472
468,589,1.26,16.2,1.473
398,534,0,28.2,13.77
387,521,0,30,14.537
468,601,1.28,16.2,0.537
454,591,1.3,16,1.48
466,587,1.26,15.7,1.466
476,593,1.25,16.3,1.468
470,594,1.26,17.5,1.475
464,593,1.28,17.6,1.48
470,598,1.27,16.5,1.47
487,607,1.25,15.1,1.472
468,589,1.26,16.2,1.473
482,604,1.25,14.8,1.468
460,592,1.29,16.8,1.476
477,599,1.26,16,1.47
471,595,1.26,15.5,1.471
454,578,1.27,16.8,1.48
460,589,1.28,18.5,1.476
468,590,1.26,18.4,1.472
458,588,1.28,15.6,1.468
479,608,1.27,17.4,1.482
482,602,1.25,15.4,1.477
480,618,1.29,15.8,3.773
369,511,0,25.1,1.565
366,504,0,26.1,1.56
460,577,1.25,16.4,1.48
466,581,1.25,16.3,1.474
467,632,1.35,15.8,0.25
447,611,1.37,15.8,0.249
463,579,1.25,17,1.483
462,580,1.26,16.7,1.478
484,606,1.25,15.7,1.472
484,605,1.25,15.1,1.471
475,597,1.26,16.1,1.471
456,586,1.29,16.6,1.478
482,606,1.26,15.6,1.506
488,610,1.25,15.3,1.502
468,587,1.25,18.1,1.51
0,991,0,6.1,0
0,1040,0,6.8,0
0,1040,0,7.7,0
0,1010,0,7.3,0
0,1050,0,6.9,0
381,512,0,26.8,1.562
365,499,0,25.2,1.566
462,580,1.26,16.7,1.478
462,580,1.26,16.7,1.478
450,575,1.28,16,1.328
469,588,1.25,16.4,1.339
454,578,1.27,16.8,1.48
485,620,1.28,15.2,2.122
457,597,1.31,15.9,2.129
472,603,1.28,15.5,2.123
472,606,1.28,15.1,2.122
477,607,1.27,15.4,2.125
503,640,1.27,14.7,2.134
477,604,1.27,14.3,2.13
461,602,1.31,14.6,2.114
467,616,1.32,15.3,2.116
520,654,1.26,14.3,2.151
455,584,1.28,16.5,2.128
535,670,1.25,14.2,2.156
472,606,1.28,15.9,2.123
468,601,1.28,16.1,2.125
484,606,1.25,15.7,1.472
467,591,1.27,16,1.473
414,531,0,31.1,0
421,550,0,30.2,0
460,575,1.25,16.6,1.475
458,586,1.28,16.1,2.128
476,622,1.31,16.1,2.126
464,599,1.29,15.9,2.118
465,598,1.29,16.1,2.116
478,614,1.28,16.4,2.118
500,628,1.26,16.1,2.156
481,607,1.26,16.6,2.136
473,604,1.28,16.4,2.134
0,368,0,36.6,0
0,364,0,36.9,0
0,362,0,37.2,0
0,349,0,35.6,0
0,368,0,36.2,0
442,581,1.31,17.1,2.136
470,591,1.26,16,0.949
451,580,1.29,18,1.47
460,578,1.25,17,1.473
475,613,1.29,15.9,3.769
478,614,1.28,16.4,2.118
480,612,1.28,15.6,3.764
480,615,1.28,16.2,3.768
461,589,1.28,16.3,0.531
515,661,1.28,17.1,0.617
507,642,1.27,16.4,0.596
498,636,1.28,16,0.589
492,640,1.3,16.3,0.591
285,416,0,23.4,0
272,408,0,21.6,0
308,409,0,23.3,0
311,430,0,25.2,0
278,401,0,24.3,0
296,404,0,22.9,0
301,423,0,25.1,0
406,529,0,30.2,4.444
411,531,0,31.1,4.444
419,539,0,30.2,4.393
416,548,0,30.2,4.431
407,532,0,30.6,5.744
403,534,0,29.9,5.818
402,532,0,29.9,5.852
394,521,0,31.2,8.555
402,524,0,30.5,8.408
453,567,1.25,21,0.962
449,561,1.25,20,0.975
453,565,1.25,18.7,0.96
456,574,1.26,19.3,0.969
451,569,1.26,18.8,0.959
449,561,1.25,20,0.975
453,565,1.25,18.7,0.96
453,578,1.28,16.8,0.939
473,593,1.25,16.3,0.948
484,610,1.26,16.5,0.949
458,595,1.3,16.8,0.948
468,590,1.26,14.7,0.949
466,590,1.27,17.7,0.945
453,574,1.27,16.3,0.949
460,586,1.27,15.7,0.95
471,592,1.26,14.7,0.944
470,591,1.26,16,0.949
466,588,1.26,17.3,0.949
453,577,1.27,19.3,0.947
456,584,1.28,17,0.947
436,632,1.45,14.6,0.215
442,628,1.42,14.6,0.216
434,622,1.43,14.4,0.218
440,606,1.38,14.9,0.215
438,646,1.47,15.5,0.216
449,621,1.38,14.6,0.217
456,633,1.39,15.3,0.218
438,646,1.47,15.5,0.216
440,673,1.53,14.5,0.216
456,633,1.39,14.9,0.215
470,663,1.41,14.9,0.217
449,607,1.35,15.3,0.216
439,625,1.42,15.4,0.215
448,646,1.44,15.9,0.218
441,629,1.43,14.8,0.216
449,609,1.36,14.5,0.215
449,609,1.36,14.8,0.217
464,615,1.33,15.5,0.215
462,577,1.25,16.9,0.967
453,565,1.25,18.7,0.96
453,565,1.25,18.7,0.96
462,577,1.25,16.9,0.967
455,573,1.26,19.6,0.963
494,618,1.25,17,0.852
494,618,1.25,17,0.852
320,459,0,22.3,0
324,444,0,21.4,0
331,450,0,21.9,0
475,599,1.26,17.1,0.85
454,586,1.29,16.5,0.845
465,582,1.25,16.2,0.84
457,592,1.3,16.2,0.846
473,613,1.3,17.1,0.849
474,604,1.27,16.8,0.841
474,607,1.28,16.4,0.847
469,594,1.27,17,0.849
488,610,1.25,15.2,0.865
480,624,1.3,17.6,0.867
464,594,1.28,17.1,0.852
478,612,1.28,17.4,0.852
478,597,1.25,16.4,0.846
459,593,1.29,16.6,0.86
476,596,1.25,17.8,0.842
464,586,1.26,15.3,0.844
472,599,1.27,15.3,0.851
469,600,1.28,18.1,0.849
472,600,1.27,16,0.843
485,669,1.38,14.1,0.378
482,675,1.4,14.4,0.378
507,678,1.34,14.5,0.38
485,659,1.36,14.9,0.376
467,630,1.35,14.9,0.38
461,661,1.43,14.7,0.379
465,672,1.45,14.2,0.375
469,655,1.4,14.9,0.379
479,657,1.37,15.6,0.379
475,679,1.43,15.2,0.377
521,694,1.33,14.1,0.378
471,649,1.38,14.4,0.377
470,663,1.41,14.9,0.217
449,607,1.35,15.3,0.216
439,625,1.42,15.4,0.215
448,646,1.44,15.9,0.218
406,529,0,30.2,4.444
411,531,0,31.1,4.444
419,539,0,30.2,4.393
416,548,0,30.2,4.431
394,521,0,31.2,8.555
402,524,0,30.5,8.408
476,594,1.25,17.2,0.857
461,594,1.29,16.7,0.86
478,596,1.25,17.3,0.858
468,588,1.26,17.8,0.853
478,599,1.25,16.8,0.85
440,560,1.27,19.5,0.853
461,594,1.29,16.7,0.86
478,599,1.25,16.8,0.85
